phenomenon;sentence_good;sentence_bad
ART. NOUN AGR. GEN.;Det rullade en boll under palatset;Det rullade ett boll under palatset
ART. NOUN AGR. GEN.;Det vandrade en man bakom templet;Det vandrade ett man bakom templet
ART. NOUN AGR. GEN.;Det sov en apa framför kapellet;Det sov ett apa framför kapellet
ART. NOUN AGR. GEN.;Det tinade en fisk bredvid torpet;Det tinade ett fisk bredvid torpet
ART. NOUN AGR. GEN.;Det surfade en karavan på snön;Det surfade ett karavan på snön
ART. NOUN AGR. GEN.;Det låg en stuga vid förrådet;Det låg ett stuga vid förrådet
ART. NOUN AGR. GEN.;Det uppstod en gård på vinden;Det uppstod ett gård på vinden
ART. NOUN AGR. GEN.;Det hängde en fågel i källaren;Det hängde ett fågel i källaren
ART. NOUN AGR. GEN.;Det syntes en anka under badrummet;Det syntes ett anka under badrummet
ART. NOUN AGR. GEN.;Det fanns en tavla bakom sovrummet;Det fanns ett tavla bakom sovrummet
ART. NOUN AGR. GEN.;Det uppstod en låda framför vardagsrummet;Det uppstod ett låda framför vardagsrummet
ART. NOUN AGR. GEN.;Det tillkom en tavla över biblioteket;Det tillkom ett tavla över biblioteket
ART. NOUN AGR. GEN.;Det satt en kamel i kontoret;Det satt ett kamel i kontoret
ART. NOUN AGR. GEN.;Det stod en väska vid klassrummet;Det stod ett väska vid klassrummet
ART. NOUN AGR. GEN.;Det låg en sked på kafét;Det låg ett sked på kafét
ART. NOUN AGR. GEN.;Det vilade en stjärna i varuhuset;Det vilade ett stjärna i varuhuset
ART. NOUN AGR. GEN.;Det sov en måne under hotellet;Det sov ett måne under hotellet
ART. NOUN AGR. GEN.;Det kröp en sol bakom motellet;Det kröp ett sol bakom motellet
ART. NOUN AGR. GEN.;Det kravlade en skalbagge framför teatern;Det kravlade ett skalbagge framför teatern
ART. NOUN AGR. GEN.;Det smög en katt i museet;Det smög ett katt i museet
ART. NOUN AGR. GEN.;Det gick en kossa genom galleriet;Det gick ett kossa genom galleriet
ART. NOUN AGR. GEN.;Det galopperade en zebra vid fängelset;Det galopperade ett zebra vid fängelset
ART. NOUN AGR. GEN.;Det fanns en kaka på sjukhuset;Det fanns ett kaka på sjukhuset
ART. NOUN AGR. GEN.;Det försvann en banan från dagiset;Det försvann ett banan från dagiset
ART. NOUN AGR. GEN.;Det vandrade en vålnad under universitetet;Det vandrade ett vålnad under universitetet
ART. NOUN AGR. GEN.;Det irrade en fluga bakom campuset;Det irrade ett fluga bakom campuset
ART. NOUN AGR. GEN.;Det flydde en spindel bakom labbet;Det flydde ett spindel bakom labbet
ART. NOUN AGR. GEN.;Det störtade en skiva över gymmet;Det störtade ett skiva över gymmet
ART. NOUN AGR. GEN.;Det kollapsade en spik i köket;Det kollapsade ett spik i köket
ART. NOUN AGR. GEN.;Det låg en handduk vid toaletten;Det låg ett handduk vid toaletten
ART. NOUN AGR. GEN.;Det stod en koala i hallen;Det stod ett koala i hallen
ART. NOUN AGR. GEN.;Det levde en student i trapphuset;Det levde ett student i trapphuset
ART. NOUN AGR. GEN.;Det hördes en sång från föreläsningssalen;Det hördes ett sång från föreläsningssalen
ART. NOUN AGR. GEN.;Det inträffade en olycka bakom studion;Det inträffade ett olycka bakom studion
ART. NOUN AGR. GEN.;Det pågick en strid framför ateljén;Det pågick ett strid framför ateljén
ART. NOUN AGR. GEN.;Det existerade en gud i verkstaden;Det existerade ett gud i verkstaden
ART. NOUN AGR. GEN.;Det tillkom en vagn i fabriken;Det tillkom ett vagn i fabriken
ART. NOUN AGR. GEN.;Det utvecklades en brand vid butiken;Det utvecklades ett brand vid butiken
ART. NOUN AGR. GEN.;Det smög en gast kring affären;Det smög ett gast kring affären
ART. NOUN AGR. GEN.;Det brann en eld på marknaden;Det brann ett eld på marknaden
ART. NOUN AGR. GEN.;Det sken en stjärna under gården;Det sken ett stjärna under gården
ART. NOUN AGR. GEN.;Det simmade en älg bakom ladan;Det simmade ett älg bakom ladan
ART. NOUN AGR. GEN.;Det inträdde en cowboy i logen;Det inträdde ett cowboy i logen
ART. NOUN AGR. GEN.;Det vandrade en sägen i byn;Det vandrade ett sägen i byn
ART. NOUN AGR. GEN.;Det skenade en berättelse genom fågelhuset;Det skenade ett berättelse genom fågelhuset
ART. NOUN AGR. GEN.;Det slumrade en sång vid hundhuset;Det slumrade ett sång vid hundhuset
ART. NOUN AGR. GEN.;Det fanns en skål i hundhuset;Det fanns ett skål i hundhuset
ART. NOUN AGR. GEN.;Det väntade en film i boet;Det väntade ett film i boet
ART. NOUN AGR. GEN.;Det tillkom en låt under nästet;Det tillkom ett låt under nästet
ART. NOUN AGR. GEN.;Det tvekade en råtta bakom hålet;Det tvekade ett råtta bakom hålet
ART. NOUN AGR. GEN.;Det dök en korp framför grottan;Det dök ett korp framför grottan
ART. NOUN AGR. GEN.;Det uppsteg en djävul ur gruvan;Det uppsteg ett djävul ur gruvan
ART. NOUN AGR. GEN.;Det nedsteg en demon från berget;Det nedsteg ett demon från berget
ART. NOUN AGR. GEN.;Det hängde en fråga i luften;Det hängde ett fråga i luften
ART. NOUN AGR. GEN.;Det syntes en insekt på stenen;Det syntes ett insekt på stenen
ART. NOUN AGR. GEN.;Det vacklade en hand i sandtaget;Det vacklade ett hand i sandtaget
ART. NOUN AGR. GEN.;Det sov en fot under fältet;Det sov ett fot under fältet
ART. NOUN AGR. GEN.;Det hängde en näsa bakom dalen;Det hängde ett näsa bakom dalen
ART. NOUN AGR. GEN.;Det gick en åsna framför åsen;Det gick ett åsna framför åsen
ART. NOUN AGR. GEN.;Det låg en kropp på heden;Det låg ett kropp på heden
ART. NOUN AGR. GEN.;Det sov en fisk på myren;Det sov ett fisk på myren
ART. NOUN AGR. GEN.;Det väntade en arm vid träsket;Det väntade ett arm vid träsket
ART. NOUN AGR. GEN.;Det skenade en häst genom parken;Det skenade ett häst genom parken
ART. NOUN AGR. GEN.;Det slumrade en sång i lekandet;Det slumrade ett sång i lekandet
ART. NOUN AGR. GEN.;Det utvecklades en röksvans på området;Det utvecklades ett röksvans på området
ART. NOUN AGR. GEN.;Det dog en ugn bakom kvarteret;Det dog ett ugn bakom kvarteret
ART. NOUN AGR. GEN.;Det sprang en hyena framför distriktet;Det sprang ett hyena framför distriktet
ART. NOUN AGR. GEN.;Det lurade en psalm över landet;Det lurade ett psalm över landet
ART. NOUN AGR. GEN.;Det försvann en kyrka i riket;Det försvann ett kyrka i riket
ART. NOUN AGR. GEN.;Det uppstod en blomma vid kungariket;Det uppstod ett blomma vid kungariket
ART. NOUN AGR. GEN.;Det stod en karl bakom kungaparet;Det stod ett karl bakom kungaparet
ART. NOUN AGR. GEN.;Det kluckade ett skratt under källaren;Det kluckade en skratt under källaren
ART. NOUN AGR. PL.;Det stod några stolar i rummet;Det stod några stol i rummet
ART. NOUN AGR. PL.;Det sov hundra soldater på ängen;Det sov hundra soldat på ängen
ART. NOUN AGR. PL.;Det stod många präster på graven;Det stod många präst på graven
ART. NOUN AGR. PL.;Det gick ett fåtal tigrar längs stigen;Det gick ett fåtal tiger längs stigen
ART. NOUN AGR. PL.;Det kröp flera tusenfotingar på stenen;Det kröp flera tusenfoting på stenen
ART. NOUN AGR. PL.;Det levde några asagudar i hyllan;Det levde några asagud i hyllan
ART. NOUN AGR. PL.;Det växte en massa blommor på taket;Det växte en massa blomma på taket
ART. NOUN AGR. PL.;Det dog många myror under björken;Det dog många myra under björken
ART. NOUN AGR. PL.;Det samtalade några gummor i baren;Det samtalade några gumma i baren
ART. NOUN AGR. PL.;Det sussade några otäckingar på bakgatan;Det sussade några otäcking på bakgatan
ART. NOUN AGR. PL.;Det föll flera knappar från bardisken;Det föll flera knapp från bardisken
ART. NOUN AGR. PL.;Det föll en mängd kulor vid oasen;Det föll en mängd kula vid oasen
ART. NOUN AGR. PL.;Det simmade fem hajar i sjön;Det simmade fem haj i sjön
ART. NOUN AGR. PL.;Det rullade en mängd kulor under herrgården;Det rullade en mängd kula under herrgården
ART. NOUN AGR. PL.;Det vandrade tjugo karlar bakom horgubben;Det vandrade tjugo karl bakom horgubben
ART. NOUN AGR. PL.;Det skrattade trettiotre gamar bakom skogen;Det skrattade trettiotre gam bakom skogen
ART. NOUN AGR. PL.;Det satt två människor bredvid skaparen;Det satt två människa bredvid skaparen
ART. NOUN AGR. PL.;Det krälade ett dussin slashasar i diket;Det krälade ett dussin slashas i diket
ART. NOUN AGR. PL.;Det sov trehundra katter vid kapellet;Det sov trehundra katt vid kapellet
ART. NOUN AGR. PL.;Det uppstod elva kvinnor på klostret;Det uppstod elva kvinna på klostret
ART. NOUN AGR. PL.;Det hängde tre blommor i klippavsatsen;Det hängde tre blomma i klippavsatsen
ART. NOUN AGR. PL.;Det syntes sju farmödrar under klyftan;Det syntes sju farmor under klyftan
ART. NOUN AGR. PL.;Det fanns fem föräldrar bakom kullen;Det fanns fem förälder bakom kullen
ART. NOUN AGR. PL.;Det uppstod några släktingar framför kvarnen;Det uppstod några släkting framför kvarnen
ART. NOUN AGR. PL.;Det tillkom ett fåtal vänner i ladugården;Det tillkom ett fåtal vän i ladugården
ART. NOUN AGR. PL.;Det satt en hel del fiender i logen;Det satt en hel del fiende i logen
ART. NOUN AGR. PL.;Det stod ett par grannar vid lunden;Det stod ett par granne vid lunden
ART. NOUN AGR. PL.;Det låg ett antal studenter i lövskogen;Det låg ett antal student i lövskogen
ART. NOUN AGR. PL.;Det vilade ett fåtal bybor på marknadsplatsen;Det vilade ett fåtal bybo på marknadsplatsen
ART. NOUN AGR. PL.;Det sov flera professorer under monumentet;Det sov flera professor under monumentet
ART. NOUN AGR. PL.;Det kröp många doktorer bakom myren;Det kröp många doktor bakom myren
ART. NOUN AGR. PL.;Det kravlade ganska många patienter framför näset;Det kravlade ganska många patient framför näset
ART. NOUN AGR. PL.;Det smög en mängd kunder över observatoriet;Det smög en mängd kund över observatoriet
ART. NOUN AGR. PL.;Det gick tjugo hästar genom orangeriet;Det gick tjugo häst genom orangeriet
ART. NOUN AGR. PL.;Det galopperade hundra kollegor vid parken;Det galopperade hundra kollega vid parken
ART. NOUN AGR. PL.;Det fanns två soldater på paviljongen;Det fanns två soldat på paviljongen
ART. NOUN AGR. PL.;Det försvann ett dussin poliser från platån;Det försvann ett dussin polis från platån
ART. NOUN AGR. PL.;Det vandrade trehundra kameler under portgången;Det vandrade trehundra kamel under portgången
ART. NOUN AGR. PL.;Det irrade elva svenskar bakom prästhuset;Det irrade elva svensk bakom prästhuset
ART. NOUN AGR. PL.;Det sov tre journalister bakom rådhuset;Det sov tre journalist bakom rådhuset
ART. NOUN AGR. PL.;Det störtade sju helikoptrar i rännan;Det störtade sju helikopter över rännan
ART. NOUN AGR. PL.;Det kollapsade fem regissörer i rännet;Det kollapsade fem regissör i rännet
ART. NOUN AGR. PL.;Det låg några gitarrister vid ruinen;Det låg några gitarrist vid ruinen
ART. NOUN AGR. PL.;Det stod ett fåtal artister i rågången;Det stod ett fåtal artist i rågången
ART. NOUN AGR. PL.;Det levde en hel del guldsmedar i saluhallen;Det levde en hel del guldsmed i saluhallen
ART. NOUN AGR. PL.;Det hördes ett par noshörningar från sandtaget;Det hördes ett par noshörning från sandtaget
ART. NOUN AGR. PL.;Det inträffade ett antal olyckor bakom schaktet;Det inträffade ett antal olycka bakom schaktet
ART. NOUN AGR. PL.;Det pågick ett par brottningsmatcher framför sjöboden;Det pågick ett par brottningsmatch framför sjöboden
ART. NOUN AGR. PL.;Det bodde flera sjömän i dalen;Det bodde flera sjöman i dalen
ART. NOUN AGR. PL.;Det tillkom många chefer i skolhuset;Det tillkom många chef i skolhuset
ART. NOUN AGR. PL.;Det utvecklades ganska många arbeten vid skyttegraven;Det utvecklades ganska många arbete vid skyttegraven
ART. NOUN AGR. PL.;Det smög en mängd myror på slottsgården;Det smög en mängd myra på slottsgården
ART. NOUN AGR. PL.;Det sov tjugo gorillor på smedjan;Det sov tjugo gorilla på smedjan
ART. NOUN AGR. PL.;Det sken hundra solar under spången;Det sken hundra sol under spången
ART. NOUN AGR. PL.;Det simmade två hajar bakom stengrunden;Det simmade två haj bakom stengrunden
ART. NOUN AGR. PL.;Det inträdde ett dussin kroppar i stenen;Det inträdde ett dussin kropp i stenen
ART. NOUN AGR. PL.;Det vandrade trehundra älgar på stigen;Det vandrade trehundra älg på stigen
ART. NOUN AGR. PL.;Det skenade elva kameler genom strandlinjen;Det skenade elva kamel genom strandlinjen
ART. NOUN AGR. PL.;Det slumrade tre odågor vid stupet;Det slumrade tre odåga vid stupet
ART. NOUN AGR. PL.;Det fanns sju förluster i stängslet;Det fanns sju förlust i stängslet
ART. NOUN AGR. PL.;Det väntade fem risker i tavernan;Det väntade fem risk i tavernan
ART. NOUN AGR. PL.;Det tillkom några möjligheter under tempelgården;Det tillkom några möjlighet under tempelgården
ART. NOUN AGR. PL.;Det tvekade ett fåtal ormar bakom torpet;Det tvekade ett fåtal orm bakom torpet
ART. NOUN AGR. PL.;Det bodde en hel del saxofonister framför träbron;Det bodde en hel del saxofonist framför träbron
ART. NOUN AGR. PL.;Det uppsteg ett par minnen ur trädgården;Det uppsteg ett par minne ur trädgården
ART. NOUN AGR. PL.;Det nedsteg ett antal historier från trapphuset;Det nedsteg ett antal historia från trapphuset
ART. NOUN AGR. PL.;Det hängde få berättelser i tullhuset;Det hängde få berättelse i tullhuset
ART. NOUN AGR. PL.;Det syntes flera filmer på tunneln;Det syntes flera film på tunneln
ART. NOUN AGR. PL.;Det vacklade många sånger i utmarken;Det vacklade många sång i utmarken
ART. NOUN AGR. PL.;Det sov ganska många dikter under vallgraven;Det sov ganska många dikt under vallgraven
ART. NOUN AGR. PL.;Det hängde en mängd bilder bakom vedboden;Det hängde en mängd bild bakom vedboden
ART. NOUN AGR. PL.;Det fanns tjugo fotografier framför verandan;Det fanns tjugo fotografi framför verandan
ART. NOUN AGR. PL.;Det låg hundra kartor på verkstaden;Det låg hundra karta på verkstaden
ART. NOUN AGR. PL.;Det sov två råttor i viken;Det sov två råtta i viken
ART. NOUN AGR. PL.;Det väntade ett dussin tidningar vid vinkelhuset;Det väntade ett dussin tidning vid vinkelhuset
ART. NOUN AGR. PL.;Det skenade trehundra hästar genom vindskammaren;Det skenade trehundra häst genom vindskammaren
ART. NOUN AGR. PL.;Det slumrade elva rapporter i visthusboden;Det slumrade elva rapport i visthusboden
ART. NOUN AGR. PL.;Det glömdes tre pärmar på mötet;Det glömdes tre pärm på ängen
ART. NOUN AGR. PL.;Det dog sju regler bakom åkerkanten;Det dog sju regel bakom åkerkanten
ART. NOUN AGR. PL.;Det sprang fem elefanter framför åsen;Det sprang fem elefant framför åsen
ART. NOUN AGR. PL.;Det lurade några uppsatser över ängen;Det lurade några uppsats över ängen
ART. NOUN AGR. PL.;Det försvann ett fåtal essäer i ödekyrkan;Det försvann ett fåtal essä i ödekyrkan
ART. NOUN AGR. PL.;Det uppstod en hel del marknader i ödetomten;Det uppstod en hel del marknad i ödetomte
ART. NOUN AGR. PL.;Det gick några hästar i hagen;Det gick några häst i hagen
ART. NOUN AGR. PL.;Det stod några människor i stolen;Det stod några människa i stolen
ART. NOUN AGR. PL.;Det gick ett fåtal månader på jorden;Det gick ett fåtal månad på jorden
ART. NOUN AGR. PL.;Det sov flera möss på stolen;Det sov flera mus på stolen
ART. NOUN AGR. PL.;Det levde några kameler i boken;Det levde några kamel i boken
ART. NOUN AGR. PL.;Det levde ett antal buskar under berget;Det levde ett antal buske under berget
ART. NOUN AGR. PL.;Det dog några sekunder bakom blomman;Det dog några sekund bakom blomman
ART. NOUN AGR. PL.;Det sov flera hundar framför flickan;Det sov flera hund framför flickan
ART. NOUN AGR. PL.;Det sov många kvinnor i salen;Det sov många kvinna i salen
ART. NOUN AGR. PL.;Det föll ganska många män genom portalen;Det föll ganska många man genom portalen
ART. NOUN AGR. PL.;Det sprack en mängd ballonger vid bilen;Det sprack en mängd ballong vid bilen
ART. NOUN AGR. PL.;Det simmade tjugo flickor på åkern;Det simmade tjugo flicka på åkern
ART. NOUN AGR. PL.;Det klafsade flera björnar på bakgården;Det klafsade flera björn på bakgården
ART. NOUN AGR. PL.;Det flög många örnar bakom bergen;Det fölg många örn bakom bergen
ART. NOUN AGR. PL.;Det sov hundra fåglar framför hyttruinen;Det sov hundra fågel framför hyttruinen
ART. NOUN AGR. PL.;Det tinade två människor bredvid kajen;Det tinade två människa bredvid kajen
ART. NOUN AGR. PL.;Det surfade ett dussin hundar på kanalen;Det surfade ett dussin hund på kanalen
ART. NOUN AGR. SG.;Det stod en stol i rummet;Det stod en stolar i rummet
ART. NOUN AGR. SG.;Det gick en häst i hagen;Det gick en hästar i hagen
ART. NOUN AGR. SG.;Det somnade en stol på rummet;Det somnade en stolar på rummet
ART. NOUN AGR. SG.;Det levde en bok i hagen;Det levde en böcker i hagen
ART. NOUN AGR. SG.;Det levde en penna under huset;Det levde en pennor under huset
ART. NOUN AGR. SG.;Det dog en blomma bakom staden;Det dog en blommor bakom staden
ART. NOUN AGR. SG.;Det sov en flicka framför köket;Det sov en flickor framför köket
ART. NOUN AGR. SG.;Det sov en pojke i berget;Det sov en pojkar i berget
ART. NOUN AGR. SG.;Det föll en cykel genom fältet;Det föll en cyklar genom fältet
ART. NOUN AGR. SG.;Det sprack en bil vid torget;Det sprack en bilar vid torget
ART. NOUN AGR. SG.;Det simmade en kråka på havet;Det simmade en kråkor på havet
ART. NOUN AGR. SG.;Det vandrade en hund i vattnet;Det vandrade en hundar i vattnet
ART. NOUN AGR. SG.;Det promenerade en katt under trädet;Det promenerade en katter under trädet
